id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
117;"Gestão de Carreira
Terapia Floral
Reiki
Consultoria para pequenas empresas";259;30;26;"GESTÃO DE CARREIRA
Sou formada em Administração, pós graduada em Gestão Estratégica de Pessoas
Experiência de 15 anos na área

CONSULTORIA
Experiência em apoio a pequenos empreendedores e à empresa Árvore Raiz.

TERAPIA FLORAL
Terapeuta habilitada pelo Instituto Bach Center, dos Florais de Bach; dos Florais de Minas; e estuda outros sistemas como os Florais da Deusa e os de Saint Germain.

REIKI
Sou mestra em Reiki desde 2010. Ministra cursos e palestras sobre o tema desde então.
Atuo, além do sistema tradicional Usui, com Reiki Xamânico e Karuna Reiki (o Reiki da Compaixão de Kwan Yin)."
118;Dou aulas de dança de salão , tenho o ritmo Forró como minha especialidade , posso tb dar auloes em eventos como uma atividade de integração  e descontração e fazer apresentações de samba de gafieira e Forró .;240;13;28;Praticante e professora de dança de salão desde 2001 , já dei palestras, workshop e aulas regulares no Paraná e há 3 anos em Floripa , participei dos principais festivais nacionais de forró e de danças folcloricas.
119;Sou advogada com visão sistêmica atuante no Direito das Famílias e Sucessões, ofereço consulta jurídica.;1443;40;55;Sou graduada pela Faculdade CESUSC, especializanda em Dto das Famílias e Sucessões pela Faculdade CESUSC, especialista em resolução de conflitos pela Corte Catarinense de Mediação e Arbitragem, associada ao IBDFAM e membro da primeira Comissão de Direito Sistêmico do Brasil - OAB/SC. Atuo como advogada e mediadora familiar em meu escritório e como mediadora, conciliadora e arbitra na Corte Catarinense de Mediação e Arbitragem.
120;Ofereço mudas de plantas variadas - suculentas, ora-pro-nobis, conforme a demanda do meu jardim :);3824;7;48;Jardineira amadora e aprendiz :)
121;Iogurte de Kefir Natural ou saborizado com geléia de frutas, Creamcheese de kefir natural ou saborizado azeitonas, manjericão, salsa, alho, etc.;639;4;33;Ofereço há 1 ano esse tipo de produto que tem uma boa aceitação e traz bons resultados e benefícios para a saúde.
122;Artes em geral;3496;22;39;Atualmente estou maternando e reduzi bastante a carga horária de trabalhos para fora. Sou graduada em design de produto e artista por natureza. Tenho experiência com design em geral, fotografia e brinquedos infantis. Agora iniciando no crochê 3D e costura estou cheia de projetos que em breve oferecerei pelo BDT.
123;Elaboração de Projetos Culturais - Consultoria e revisão de projetos, orçamentos, estrutura de escrita, orientações para iniciar uma idéia e colocar no papel. Escrita de projetos para editais específicos e aulas para grupos e associações.;639;39;55;Atuo há 10 anos com projetos culturais, tendo oferecido já diversas oficinas, e vários projetos premiados em âmbito municipal e estadual.
124;"Aula de circo para crianças de 5 a 8 anos na Escola da Fazenda, 1h30 semanais às terças feiras das 18h30 às 20h
Aula de circo para crianças de 8 a 12 anos na Escola da Fazenda, 1h30 semanais às terças feiras das 13h00 às 14h30
Oficina de circo para grupos de crianças em festas e encontros.
Aula de malabarismo para todas as idades.
Organização e produção de espetáculos para ações sociais do BTF, e eventos comerciais e particulares";639;15;26;20 anos de experiência em todas as áreas circenses, e 17 anos de experiência em ensino de circo
125;"Recreação Infantil
Atividades de brincadeiras, pintura facial, escultura de balões. Ofereço horários em festas aos domingos e dias de semana.";639;32;26;16 anos de experiência como recreadora, com empresa estabelecida
126;Criação de brinquedos sensoriais de tecido/costura e crochê (amigurumis, puzzle ball, enfeites);3496;22;39;Trabalhei na Casa das Ideias, uma escola/oficina de criação de brinquedos desenvolvendo com as crianças seus próprios brinquedos de madeira e outros diversos materiais, com motorzinhos, luzes e tudo o que a imaginação permitir.
127;Artesanato em metal, línea, pedras, filtro dos sonhos, cerâmica..;3638;22;35;Trabalho com artesanato faz mas de dez anos
128;Aulas de surfe;3638;24;35;Aulas para crianças e adultos
129;Confecção e manutenção de dreads;3638;26;35;Confecção de dreads faz mais de dez anos
130;Sou uma Canadense do Quebec ( parte francesa do Canada)  e ofereço Conversaçao em Francês intermédiario e avançada, online e sou Cuidadora de crianças. Com muita experiência no Canada e no Brasil e dedicaçao amorosa, tenho diploma na area em técnica de assistência de pessoa na saude e sou artista , cantora , com muita criatividade !!;129;9;33;"Amo ajudar as pessoas , sei como é aprender uma lingua estrangeira e tentou me adaptar com cada pessoa e intuitivamente oferecer o que a pessoa precisa pra melhorar. Que o encontro se torna além da lingua francesa um momento de descobertas.
Com muita experiência no Canada e no Brasil  e dedicaçao amorosa, tenho diploma na area em técnica de assistência de pessoa na saude. TRabalhei no meu Pais mais de 10 anos cuidando de pessoas com deficiencias , handicap, idosos, crianças e isso em hospital , centro de idosos , creche e particular e sou artista , cantora , com muita criatividade !!"
131;Com muita experiência no Canada e no Brasil  e dedicaçao amorosa, tenho diploma na area em técnica de assistência de pessoa na saude. TRabalhei no meu Pais mais de 10 anos cuidando de pessoas com deficiencias , handicap, idosos, crianças e isso em hospital , centro de idosos , creche e particular e sou artista , cantora , com muita criatividade !!;129;32;33;Com muita experiência no Canada e no Brasil  e dedicaçao amorosa, tenho diploma na area em técnica de assistência de pessoa na saude. TRabalhei no meu Pais mais de 10 anos cuidando de pessoas com deficiencias , handicap, idosos, crianças e isso em hospital , centro de idosos , creche e particular e sou artista , cantora , com muita criatividade !!
132;Tarot xamanico dos animais de poder;3940;31;22;Trilho a um tempo no caminho xamanico, as cartas foram um presente dos animais pra ajudar as pessoas nessa caminhada
133;Atendo com barras de Access, face Lift (rejuvenescimento energético) , MTVSS,  processo corporal de Access para encontrar o parceiro ideal entre outros, massagem relaxante e drenagem.;613;28;39;Sou terapeuta de Thetahealing a 3 anos e agora faz 1 ano que atendo com barras de Access e processos  access consciouness.
134;REIKI;2350;28;34;Mestre em Reiki, sistema Usui
135;"Absorventes de pano.
ofereço 4 absorventes por mês.
2 absorventes por pessoa.";3500;21;22;faço absorventes em tecido a 1ano. Exponho em algumas feiras e vendo também pela internet.
136;"Radiestesia Radiônica: Ciência que investiga algumas desarmonias em seres vivos ou em algum local ( residência ou empresa), e a radiônica harmoniza e equilibra estas energias através do uso de pedras e gráficos de poder.
Ofereço atendimentos presenciais e on-line. Com duração de 1 a 2 hs. Os atendimentos presenciais são feitas na minha casa, e podem serem feitos atendimentos on line tmbm... 💜";1493;28;39;Bom, conheci a radiestesia radiônica em 2016, quando fiz um tratamento á qual me senti tão bem que deixei até de fumar nicotina e fazer uso de bebida alcoólica  até hoje, me surpreendi tanto que decidi estudar mais sobre o assunto, foi quando me interessei em fazer um curso com duração de 1 ano, onde apreendi os conhecimentos aplicados com essa arte, a qual sou muito grata e utilizo em.minha vida e tmbm na de outras pessoas, cotribuindo com  as harmonizações, proteções e limpezas necessárias para mantermos nossa frequência elevada e em harmonia com o universo.💜
137;"Reiki - nível  2 
Ofereço reiki usui- Técnica de cura através  da imposição  das mãos, a qual emitimos a energia do amor universal.";1493;28;39;"Faço uso dessa energia desde de criança, mas fui reconhecer como reiki em 2012, quando recebi uma aplicação em um festival alternativo, desde então estudei sobre, através de livros. 
Em 2016 foi quando recebi os simbolos e a permissão de aplicar o reiki...desde então fiz meu estudo de auto-cura me aplicando e me surpreendendo com as melhorias a cada dia.
Hoje me sinto segura e feliz em poder compartilhar dessa energia universal de amor com todos os seres desse universo. 💜"
138;"Consulta clínica de nutrição
Rotulagem de alimentos";3932;40;34;Sou formada em Nutrição pela Universidade Regional de Blumenau (2018). Durante minha formação trabalhei como estagiária na secretaria de saúde de Blumenau, atuei como voluntária na extensão da FURB de Práticas Integrativas e Complementares e no CEPAGRO (UFSC). Fui bolsista de extensão em um projeto de arquitetura onde desenvolvi atividades comunitárias associadas ao tema de alimentação adequada e saudável e plantas medicinais. Registro no CRN10: 6674
139;"Ofereço Brownie  vegano: sem glúten e sem açucar.
5 unidades por 1hs.
Feito com muito amor";1493;4;39;"Comecei a produzir essa maravilha devido a vontade de comer um doce saudável sem açúcar e sem glúten.
Foi quando vi que deu certo e lntão decidi compartilhar essa delicia saudável e maravilhosa. 💚"
140;"Desodorante artesanal:
Feito com leite de magnésia e óleo  essencial.
Ofereço por 1 hs um frasco com um desenho de uma mandala feito a mão por mim com muito amor. 💜";1493;25;39;Comecei a produzir para mim, devido a necessidade e não  usar mais produtos industrializados, fiz o teste e vi que deu certo dai comecei utilizar os aromas também como terapia para p dia dia..
141;"Ofereço um lindo artesanato-
Imã de geladeira com desenho de uma mandala, pintada a mão por mim, ulizando a cromoterapia e também associando as cores com os chackras. 
Tudo para trazer mais amor, alegria e harmonia para o nosso lar.";1493;22;39;"Fazem 2 anos que comecei a fazer as mandalinhas para trazer mis alegria ao meu lar e também na de amigos querido.
💚💙💜"
142;Constelação familiar sistêmica online;3511;30;48;Psicóloga clínica com formação em constelação familiar sistêmica.
143;"Massagem terapêutica relaxante e tântrica sensitiva.
Reiki";896;28;56;"Já fiz algumas formações, entre elas,  massagem terapêutica, bioenergética, yoga massagem ayurvédica e tãntrica.
Reikiano"
144;Aulas de panificação (tradicional/vegana);2679;1;43;Formação técnica na área de panificação e confeitaria.
145;"Cursos básicos de: fotografia digital; tratamento de imagem (Adobe Photoshop); editoração gráfica (Adobe InDesign);";2679;17;43;Trabalho desde 2001 no ramo fotográfico e gráfico.
146;Aplicação de Reiki;2197;31;34;Sou reikiana e aplico reiki a distância também.
147;"Baralho Cigano
Thetahealing
Barras de Access
Atendimento multidimensional com Leitura dos Registros Akáshicos
Reiki Xamânico

Também ofereço crochet...rs (20 anos de prática)";3666;31;28;"Autodidadata com baralho cigano desde os 14 anos, clarividente, clariaudiente.
Pioneira de Leitura dos Registros Akáshicos no Brasil
Thetahealer (DNA básico, DNA Avançado, Criança Arco-Íris, Manifestação e Abundância, Anatomia Intuitiva, Ritmo e Peso Perfeito, Relações Mundiais).
Facilitadora de Barras de Access
Reikiana xamânica Ma'He'O e Amadeus (Praticante e Master)"
148;"- Cuido de cães de donos em viagens.
- Passeio com cães";2197;33;34;Passeio com cães e cuido quando donos vão viajar.
149;Consertos em costura. Preferencialmente por customizações e cocriações de peças já existentes!;2978;21;27;Graduação não concluída em Designer de Moda. Aprendi a costurar ainda criança com minha mãe e desde então já trabalhei com costureiras em ateliê, em loja de aluguéis de vestidos de festa e hoje tenho o meu próprio ateliê de costura.
150;Faxina, organização de armários e casa em geral.;2829;6;38;Estou a 6 meses no BTF e gosto muito de conhecer novas pessoas. Acho importante esse contato. Ofereço meu trabalho como apoio as atividades de organização da casa no dia a dia.
151;"Sou Doula, Doula Pós Parto e Facilitadora em Amamentação. Ofereço aqui pelo BTF atendimentos pré e pós parto. Atendimentos presenciais. Hora/Hora.
Uma doula trás informações no pré natal, podendo tirar as maiores duvidas da gestante e ajuda-la a traçar o seu plano de parto. Assim como o momento do nascimento do bebê é tão  importante, sua chegada em casa trás muitas mudanças na rotina e da vida de todos na família, a presença da Doula no pós parto, trás ais confiança a essa puérpera trazendo mais confiança e  ajudando-a a lidar com as maiores dificuldades com os cuidados com o bebê, amamentação e formação de rede de apoio no Puerpério.";227;28;28;"Sou voluntária do Grupo Gestar a 4 anos, informando e empoderando as mulheres.
Uma doula trás informações no pré natal, podendo tirar as maiores duvidas da gestante e ajuda-la a traçar o seu plano de parto. Assim como o momento do nascimento do bebê é tão  importante, sua chegada em casa trás muitas mudanças na rotina e da vida de todos na família, a presença da Doula no pós parto, trás ais confiança a essa puérpera trazendo mais confiança e  ajudando-a a lidar com as maiores dificuldades com os cuidados com o bebê, amamentação e formação de rede de apoio no Puerpério."
